ID,score
7348,2.959107807
63913,3.333333333
209776,3.159010601
126822,2.757246377
765395,2.987804878
26804,2.991769547
15770,2.231527094
758303,3.491452991
449502,2.943262411
129777,2.867692308
11233,3.03125
240259,2.752508361
633869,3.173076923
332866,2.758957655
159575,3.24829932
119791,2.239747634
18298,2.401606426
41354,3.361344538
641637,3.408256881
450472,2.983164983
43291,3.379912664
787886,2.984924623
20700,3.337837838
69994,2.776119403
556275,3.497536946
231233,2.788844622
21684,3.361809045
44343,3.468879668
729925,3.494117647
81297,3.473076923
161086,3.340136054
10442,3.422680412
477472,2.822660099
145308,3.267741935
268424,3.167286245
858286,2.961352657
10986,3.134615385
68593,3.490272374
943160,3.13963964
569875,2.530054645
1512,2.18134715
74512,3.263537906
491634,3.329545455
829528,3.321167883
651129,2.938461538
343881,3.228346457
381251,2.714876033
27069,2.673819742
913039,3.248587571
8618,3.377777778
370127,3.155660377
883865,3.456375839
764338,3.05859375
372654,3.398305085
460063,3.067567568
86497,3.390410959
742121,3.082802548
13918,3.497695853
249451,3.4
350201,3.232067511
949379,3.429378531
43085,3.199152542
222903,3.391129032
173656,3.334285714
655031,3.264573991
183242,3.282868526
947026,3.419354839
86995,3.135761589
6380,3.203636364
333385,2.597938144
23759,3.330143541
46418,3.071161049
267071,3.100278552
42516,3.431034483
132454,3.453874539
402357,3.119205298
13498,3.365482234
163229,3.386281588
858007,2.968871595
703616,2.725490196
75411,3.085324232
875002,3.497461929
699565,3.111111111
196005,3.369402985
50227,3.488888889
3910,3.432653061
19621,3.107981221
348485,3.496240602
349369,3.049618321
877753,3.369942197
6507,3.099644128
387728,3.098425197
903287,3.169117647
85956,3.394190871
826305,3.475247525
63844,3.467924528
676272,3.225225225
928331,3.29468599
332640,2.931271478
309782,2.665217391
3692,3.446640316
24320,3.267489712
902295,3.388888889
12966,2.165803109
669288,3.469565217
97749,3.356115108
258947,2.952173913
332542,2.816608997
751566,2.915178571
409812,3.409090909
16639,3.410526316
144521,3.035573123
23508,3.465116279
105065,3.195652174
509400,2.252427184
233933,3.436363636
263140,2.705426357
86530,2.809352518
7837,3.327526132
454129,3.395424837
54977,3.29707113
269,3.071428571
720055,3.491803279
79156,3.423529412
62728,3.377777778
757516,2.580786026
251791,2.739130435
342545,3.489626556
100546,3.335483871
427224,3.026666667
74509,2.863945578
629529,3.475285171
200460,3.346801347
63738,2.778625954
394766,3.415204678
839714,2.711538462
690,3.436170213
416752,2.945525292
6925,3.288321168
240413,3.305732484
12973,3.211267606
647943,3.101769912
66053,2.967914439
661932,3.494545455
885029,3.23015873
673450,3.396103896
405509,3.039106145
894408,3.449074074
128728,3.283489097
252151,3.004032258
2325,3.489270386
954235,3.467741935
10250,3.0
40068,3.40167364
3936,2.916317992
167200,3.423236515
110061,3.369811321
808159,3.321428571
198333,3.417808219
650122,3.233502538
92380,2.547904192
9190,3.426229508
23972,3.366972477
250770,3.251879699
141519,3.496478873
278939,3.19630485
717932,2.689655172
570515,3.341935484
26858,4.977272727
797364,4.957983193
381063,4.875
632554,5.214592275
760903,5.106837607
42007,4.804255319
134635,4.995689655
292733,5.015503876
518628,5.237113402
432549,4.931818182
712719,5.093333333
603615,5.178571429
697749,4.730769231
777549,4.826771654
184774,5.251101322
645330,4.721590909
144514,5.107569721
373576,5.065502183
25167,4.717391304
800362,5.268292683
50849,4.860927152
279459,5.06501548
230751,5.289377289
404399,4.7
141403,5.105263158
522371,4.820359281
162202,5.082352941
288574,5.176470588
858177,5.083018868
693569,5.271523179
205602,4.73992674
774057,5.074418605
746219,5.211340206
875974,4.902777778
953147,5.150793651
631248,5.152542373
49851,4.834482759
455462,5.194915254
39301,5.042056075
119972,4.830769231
281629,5.090697674
329737,5.058181818
934567,5.186046512
17341,4.966666667
759857,5.279329609
205753,4.895752896
710250,5.211956522
319954,4.88209607
926950,5.247474747
938552,5.055555556
900135,5.062992126
861997,5.032258065
76635,5.162790698
40125,4.781512605
403101,4.756756757
14937,4.828877005
828008,5.188976378
453351,4.951515152
401271,5.281818182
364831,4.728205128
606641,5.258928571
8079,5.274725275
59545,4.760956175
15947,4.974747475
879727,4.917197452
927315,5.162650602
173641,4.956639566
199114,4.955102041
517642,5.289473684
29091,5.090909091
842773,5.084577114
10777,5.062780269
486032,5.254545455
150583,5.161137441
545284,4.947368421
303552,4.817307692
808172,5.145695364
676404,5.181415929
524057,4.747191011
445254,4.982954545
31940,5.274336283
76096,4.704180064
109443,5.042307692
779930,5.162995595
85829,5.115523466
902499,5.299401198
153501,5.150197628
82409,5.237113402
432335,5.232044199
95086,4.8
938765,4.94047619
141189,5.220689655
175192,5.190647482
775135,5.121546961
433967,5.1
613064,4.724137931
936700,5.033333333
1030,5.02020202
601167,5.109756098
210860,5.286995516
89487,5.150537634
112176,4.93040293
267566,5.29047619
405961,5.237288136
10084,5.115384615
26832,5.0
879090,5.147435897
120057,4.959752322
821475,5.296875
394950,4.717948718
83723,4.893700787
828426,5.034782609
669932,5.271428571
6855,5.15
669764,5.25
539238,4.950819672
799902,5.201149425
91066,5.073825503
54741,4.869747899
4184,5.031620553
757538,4.861842105
643271,4.727272727
546173,5.008547009
51010,5.13592233
819108,5.0
58490,4.869918699
930734,5.142045455
58511,5.099206349
77028,5.245283019
497619,5.075
527154,5.097902098
727194,4.956937799
770281,4.906183369
727035,5.157534247
563951,4.802816901
61228,4.974842767
609019,5.187793427
274810,5.107055961
428775,4.976851852
345707,4.830882353
654519,4.968911917
101644,5.0
86957,5.048543689
65982,5.089147287
539317,4.972527473
444506,5.282786885
93033,5.139534884
769550,4.813953488
183368,5.264900662
255416,5.032520325
335317,5.233944954
941688,5.035502959
897551,4.822660099
61147,4.780769231
872532,5.049689441
234610,4.874172185
80072,5.17679558
312378,5.041025641
492201,5.12849162
888908,5.065868263
46114,5.223021583
17448,4.741071429
943032,5.110619469
434067,4.751152074
248757,5.173160173
358511,4.996296296
174890,4.958762887
104639,5.075657895
23748,4.943661972
636609,5.20083682
493606,4.900990099
776353,5.085106383
836186,5.014634146
790658,4.947867299
333913,4.76635514
152671,4.901234568
244560,5.294736842
237699,4.862433862
27003,4.818930041
908228,5.108280255
164633,5.263665595
340239,5.204819277
894002,5.198473282
323707,4.709803922
327443,5.279329609
491494,4.767567568
551166,5.256637168
45143,5.014705882
119073,4.757009346
699032,4.850828729
94603,4.89787234
427046,4.986607143
375549,4.888888889
276150,4.772893773
13021,4.893617021
438021,5.233201581
218057,4.812720848
38678,5.155405405
108885,4.861003861
10577,5.045
34879,5.139534884
843217,5.155172414
820556,5.076923077
718504,5.291891892
111333,5.264705882
919089,5.093596059
652218,5.259493671
650892,5.024271845
921398,4.916030534
65853,5.145251397
847596,5.293785311
287545,5.139175258
810619,5.258278146
827424,4.78817734
482044,5.185430464
114795,5.256410256
791835,5.294642857
678615,5.291428571
203116,4.770348837
151161,4.982035928
695443,4.827380952
731846,4.896
256405,4.896428571
162921,5.010830325
711419,5.258536585
383344,5.0
921058,5.100591716
932954,4.979452055
50258,5.229437229
4479,4.932270916
623183,5.157894737
189331,4.858895706
915655,4.858333333
552636,5.259259259
228647,4.879725086
87011,5.131979695
858820,5.211267606
361619,4.898477157
815990,4.992753623
64343,5.237037037
926531,4.95625
69681,5.223529412
879311,4.715231788
500281,4.907284768
877930,5.196078431
804346,4.936708861
145659,4.98757764
472470,4.886956522
954791,4.729591837
801253,5.240963855
430841,5.064102564
836112,5.028368794
164703,5.203947368
399372,4.97005988
836337,5.097087379
172841,5.1
740178,5.272151899
309640,5.171428571
225090,4.852320675
160415,5.268041237
291790,4.979757085
466158,5.293413174
167496,5.082644628
10484,5.011494253
132380,5.141552511
927464,5.070967742
359007,5.134259259
943155,5.153374233
540084,5.038674033
625901,5.221757322
760432,5.254545455
536375,4.870967742
207371,4.957446809
82145,5.258865248
381130,4.835294118
524359,5.007246377
52015,4.837962963
680155,5.074534161
880471,5.155279503
386679,5.231660232
836757,5.0
724441,4.948186528
683971,5.25
887542,5.177489177
527424,5.27972028
952603,4.97037037
605822,5.201550388
151674,4.988095238
824622,4.914110429
860425,4.818604651
112473,5.206405694
191558,5.257246377
87142,4.916666667
956535,5.101694915
676611,4.862275449
826050,4.869047619
649643,4.884353741
290069,5.214953271
265313,4.93877551
35558,4.834782609
283002,4.995708155
906583,5.289256198
657987,4.833333333
698561,4.722972973
217724,4.711048159
824641,5.266233766
394336,4.783068783
932422,5.010582011
817883,4.969465649
225018,5.261324042
368272,5.075630252
848950,5.086956522
527687,5.272058824
234538,4.917491749
11178,5.134328358
117837,4.952380952
750385,5.230263158
521788,4.812903226
79573,4.849462366
518838,5.115942029
649064,5.23923445
456144,5.019354839
343083,5.16064257
597558,5.013245033
381221,5.238297872
34622,5.25
391681,5.251207729
249281,5.10041841
927520,5.207407407
817324,4.811688312
133045,4.752727273
792786,5.0
178158,5.069387755
910013,5.297101449
40364,4.943965517
4420,5.183908046
600187,5.27972028
141613,5.073943662
179378,4.777777778
800578,4.894366197
284508,4.785454545
863647,5.195804196
682490,4.902702703
592009,4.732484076
408928,5.11637931
571147,4.771428571
723933,5.169934641
22717,4.83902439
357518,4.845794393
287663,4.716216216
314775,5.005813953
286093,5.004608295
259720,4.901869159
266199,4.964824121
95660,4.988461538
135870,4.737160121
20379,5.11023622
943008,5.214285714
827435,4.949238579
99614,5.148788927
425709,4.737804878
671010,4.893203883
148959,4.858447489
639518,4.802259887
871371,4.895238095
916146,4.702970297
511613,5.1
424469,5.155737705
14964,4.756097561
4810,5.222689076
108099,5.21761658
277604,5.068571429
176434,4.915611814
360768,4.717821782
849048,4.975708502
403400,4.968586387
318306,5.052401747
68714,4.831417625
13284,5.204081633
26250,4.950892857
771919,4.820512821
505577,5.204968944
7855,5.197879859
21377,4.779569892
589546,5.244019139
373258,5.24122807
97832,4.978142077
734455,4.725806452
297034,5.23
65175,4.858778626
781755,5.237804878
763641,4.762452107
582222,5.093167702
705234,4.741935484
5565,4.757575758
795751,4.736111111
678598,5.108597285
24714,5.120437956
433092,4.826388889
326440,4.722222222
279526,4.795302013
255474,4.945525292
587233,5.126666667
810361,5.22972973
667169,4.816176471
174421,5.243781095
501008,5.191616766
274457,4.720547945
481356,4.859375
838041,5.112676056
591,4.760479042
251247,5.269058296
778336,5.234567901
778618,5.173913043
767957,5.03030303
441495,5.140425532
506675,4.849206349
34485,5.28440367
73886,5.211764706
908844,5.161764706
821626,4.916666667
882432,5.12195122
885097,5.23880597
766215,5.074380165
29792,4.897540984
841708,4.979274611
307541,5.149758454
3563,5.054054054
170224,5.24
497127,5.23857868
466683,4.890243902
64778,4.890459364
869026,5.268518519
145030,5.295031056
7964,4.840740741
489815,5.22513089
309670,5.066666667
899507,5.038461538
136732,4.867403315
392042,5.253807107
926557,5.020512821
491869,4.853658537
884888,4.954545455
464030,4.808139535
933055,5.033783784
405794,4.715909091
107013,5.072202166
733448,4.992248062
2339,4.960869565
523934,5.166666667
767648,5.120689655
696164,5.113333333
486476,5.147368421
282872,4.818181818
550453,4.775510204
470265,4.872246696
492683,4.890710383
855474,5.12345679
165473,4.958477509
26625,5.037593985
511382,5.080188679
813235,5.212121212
953693,4.791139241
692828,5.045112782
379412,5.231155779
875489,5.181818182
650510,4.746268657
95192,5.14893617
368484,4.836956522
405233,4.983050847
713801,5.232704403
174971,4.97
381149,4.788643533
937974,5.26119403
752382,4.995145631
838048,4.857843137
250825,5.035019455
444978,5.164893617
440130,5.025773196
955915,5.004608295
149186,4.945714286
218641,4.817391304
956165,5.284883721
696037,5.0
138313,5.118181818
115114,4.87394958
61953,4.812720848
50196,5.17721519
391609,5.125581395
579786,5.186206897
699700,5.135245902
394377,4.930348259
451418,5.15
463701,4.803370787
909631,5.0
777747,5.08
333903,5.058536585
94935,5.268156425
13345,5.074257426
32939,4.968911917
10213,7.257731959
5588,6.563909774
903513,6.8
841760,6.666666667
632010,6.821428571
284622,7.064189189
42012,6.53164557
551201,6.581967213
575544,7.05
829423,6.535714286
645335,6.563291139
941525,6.594594595
547913,6.5
190061,6.60815047
772087,6.5256917
842940,6.699453552
696060,6.993865031
55811,6.842592593
24046,6.580357143
896976,7.349056604
31545,6.738255034
510781,6.514150943
28455,6.907834101
422676,6.967391304
511442,7.79638009
790170,6.54789272
899085,6.696
518780,6.579710145
441828,7.094650206
602536,6.876033058
9045,6.897233202
332114,7.127090301
538709,6.685863874
127907,6.673139159
336266,6.534050179
638209,6.693396226
301264,6.56626506
50470,6.92
95368,6.686170213
603619,6.680851064
198358,6.844897959
150515,6.502538071
60505,7.309090909
940071,7.614906832
461491,6.62173913
853032,6.5625
390174,6.73015873
314785,7.305309735
686642,6.762376238
256738,6.71197411
277754,6.666666667
101914,6.513846154
772152,6.533333333
36317,6.586666667
547243,6.502222222
923666,6.916666667
819622,6.741626794
621106,7.550660793
45693,6.635338346
777813,6.658986175
441219,6.672064777
42309,6.599173554
180733,6.592592593
526625,6.675675676
450434,6.701086957
654363,6.54368932
473195,6.533707865
602006,6.696517413
444775,7.223463687
22980,6.75
370977,6.621621622
303374,6.623376623
880518,6.873303167
141895,7.763948498
98902,6.548672566
24969,6.983870968
587563,6.509433962
318698,6.617391304
275667,6.75638051
607062,6.68161435
278824,7.166666667
543490,6.526595745
566307,6.756578947
145410,6.577844311
342512,6.652
772178,6.516441006
757080,6.810126582
901890,7.243421053
233039,7.314009662
132117,6.572674419
134675,6.854625551
107969,7.848484848
314285,6.74368231
683921,6.759433962
519237,7.149068323
373645,6.572016461
8961,6.683636364
209535,6.525362319
131947,6.641148325
617443,6.946428571
780373,7.865306122
52490,7.0
852747,6.606557377
64181,6.621004566
739099,6.677419355
340784,6.760617761
556012,6.581896552
32797,6.660550459
743462,6.872521246
946692,6.887323944
661231,6.532994924
646054,6.788135593
738595,6.90212766
368102,6.81042654
368380,6.915841584
921262,6.521505376
168054,7.123505976
563893,6.986899563
930069,6.659574468
425099,6.662576687
655609,6.848979592
54717,7.027624309
146394,7.574468085
432784,7.115755627
719800,7.058823529
862290,6.596707819
507385,6.9543379
321625,6.507462687
3585,6.643678161
940525,6.623481781
13794,7.224770642
733801,6.89017341
60490,6.73006135
275519,6.631221719
50806,6.533333333
199778,6.592465753
867924,6.758139535
226559,6.569721116
384115,6.718875502
876784,7.036144578
654252,6.569620253
725976,6.705479452
23529,6.682170543
12490,6.571428571
740841,6.536912752
409410,6.850993377
390965,7.009009009
921595,6.743315508
459540,6.833333333
815299,6.733333333
60369,6.608433735
157452,7.120930233
735947,6.892561983
854711,6.671111111
189956,6.541935484
922575,6.741071429
429815,6.886363636
100694,6.514285714
655260,6.969348659
319558,6.625531915
761555,6.662576687
42882,6.62
331858,6.545138889
75061,6.752688172
137229,7.35734072
35741,6.753731343
544418,7.166666667
282280,7.036649215
726939,6.589403974
341303,6.808429119
506172,6.890909091
254955,7.247761194
172748,6.525423729
38999,6.754716981
936788,6.56744186
867124,7.100456621
714485,6.565217391
181175,7.21192053
417081,6.67357513
150703,6.850961538
592592,6.576
725895,6.570512821
329699,6.585
919839,7.061946903
789997,7.114503817
133791,6.898305085
823126,6.568720379
426122,6.736526946
420029,6.696581197
918655,6.990654206
294175,6.80861244
287150,6.693877551
795070,6.62962963
170166,6.9437751
889731,6.58
18160,7.528138528
743592,6.66572238
9233,6.509727626
469369,7.059574468
126,6.513513514
480849,6.663101604
238782,6.507936508
837855,6.627586207
713732,6.5
830723,6.520231214
840076,7.063926941
626113,6.898305085
837935,6.76056338
365766,6.518032787
172931,7.034334764
247981,6.847368421
501016,6.608465608
775598,7.167464115
584492,7.07751938
235529,6.943925234
593330,6.811965812
303938,6.699669967
205219,6.530434783
80851,6.514563107
360621,6.52284264
387632,7.189125296
605712,6.546391753
803291,6.507936508
583301,6.630769231
818264,6.541984733
290798,6.620689655
865572,6.54245283
354075,7.738853503
81312,6.798969072
803168,6.621212121
146420,8.144654088
255409,6.946022727
857477,6.723404255
730877,7.08839779
750787,6.654761905
146577,7.292168675
848340,7.038910506
673845,6.739130435
451917,6.58839779
84339,6.623809524
365093,6.619266055
449767,6.585987261
197894,6.714912281
34260,6.742990654
878879,6.8625
399950,6.681081081
667068,6.632075472
278396,6.520588235
559515,6.74863388
20836,6.539748954
667050,6.761904762
67703,6.740331492
48883,6.860655738
437470,6.779026217
756472,6.60251046
99123,7.804034582
398148,7.425742574
810950,6.748344371
504237,6.808988764
303154,6.639423077
441221,6.718367347
52988,6.727699531
619944,6.535384615
446065,7.265151515
846225,6.761261261
659210,6.561797753
935973,7.078817734
25713,6.674698795
696422,7.006410256
107387,7.58040201
770080,6.790540541
245001,6.547945205
555955,7.090909091
777562,6.91025641
486228,6.694581281
828311,7.04526749
449976,6.753424658
253,6.524390244
428974,7.074418605
692602,6.536423841
148613,6.759090909
489496,6.970588235
524857,7.037234043
816470,6.719512195
13835,6.607843137
755878,6.765690377
166713,6.872246696
885444,6.53030303
908916,6.847826087
591228,7.015503876
590722,6.549450549
544873,6.936507937
769100,7.054878049
260171,7.298165138
356994,6.5
310932,6.715686275
559008,6.985185185
769210,6.516129032
438517,6.768786127
765840,6.663461538
901031,6.698979592
428115,6.533018868
597371,6.52293578
521493,6.684848485
146211,6.608695652
333663,7.266968326
2097,6.510288066
261231,6.566308244
432327,6.909574468
785503,6.905027933
443068,7.101321586
442403,6.794392523
42234,6.534136546
386363,6.550295858
832592,6.531034483
451964,6.892957746
47982,7.025641026
42100,6.7375
569329,6.863095238
623078,6.86163522
830584,6.88372093
876562,6.617834395
651180,6.602484472
491369,8.399253731
36557,6.825503356
202209,7.505319149
836598,6.603896104
771,6.760869565
273066,6.785714286
316867,6.517110266
277512,6.686170213
878320,6.695402299
941726,7.838888889
149430,6.926470588
857082,6.597014925
802358,7.130044843
806733,6.566433566
896138,6.561983471
940435,6.545064378
836963,6.947867299
217450,7.196141479
57039,7.119402985
502541,6.823104693
245021,6.892018779
678230,6.525423729
21947,6.752212389
947561,7.189655172
230981,6.767361111
163935,7.53877551
346186,6.641025641
547366,7.62987013
281626,7.146868251
719859,6.773869347
854684,6.536036036
16520,6.617647059
528981,6.514851485
892260,6.5
923915,6.626760563
847660,6.79144385
608460,6.677130045
440026,7.027906977
445333,6.919282511
952920,6.503597122
36780,6.689655172
828661,6.833976834
661744,6.523178808
546661,7.10619469
602361,6.732394366
70897,6.649819495
534049,6.592356688
32069,7.020134228
614149,6.705202312
25896,6.566523605
786793,7.333333333
930089,6.87431694
593479,7.153439153
917885,6.562248996
881722,6.536585366
19045,6.616033755
471879,6.726851852
309978,6.512315271
633662,7.180076628
673056,6.796511628
575434,6.626315789
729354,7.105263158
772617,6.815298507
32947,6.576036866
819785,6.524509804
336247,6.672354949
178131,7.103773585
172968,6.865306122
741083,7.139240506
820795,6.76119403
178345,6.59375
169135,7.490813648
125627,7.653846154
921198,6.74863388
45096,6.630434783
56722,6.840163934
423658,7.151960784
692559,6.722580645
456469,7.343558282
664024,7.074766355
45468,6.730769231
500840,6.918604651
816780,6.572254335
921762,6.796460177
485653,6.647058824
804852,7.113861386
867371,7.070093458
518289,6.630769231
20432,6.864
623549,6.601190476
70507,6.571906355
625277,6.858024691
119970,6.940340909
703495,6.607758621
839478,6.517045455
803098,6.669683258
572979,7.017094017
34727,6.823076923
435826,6.540229885
356855,6.824390244
713535,7.392473118
323708,6.78
720000,7.313131313
233958,6.771300448
456309,7.129411765
72068,7.24260355
693685,6.534246575
138431,6.708695652
826631,6.581395349
109604,6.984771574
52544,7.699453552
840814,6.776315789
666510,6.611111111
891675,6.86631016
445759,6.845132743
819546,7.038461538
7804,6.561643836
791829,6.655737705
672970,7.035502959
644329,7.129166667
619203,6.571428571
809000,6.751633987
119155,6.595121951
67064,6.689839572
915562,6.780487805
132774,6.696022727
419107,6.502008032
787538,6.923469388
530053,6.52
894354,6.655913978
431919,7.026143791
899616,6.598484848
334562,6.976525822
715430,6.83030303
777362,6.50625
479990,6.505319149
651084,6.884892086
945543,6.935643564
774846,6.914438503
634462,7.025210084
22728,6.704
946320,6.707142857
30491,6.73877551
935485,6.983471074
624301,6.953757225
18729,6.5
944830,6.655319149
227183,6.663398693
330592,6.625
52163,6.668539326
655357,6.834482759
808072,6.878980892
723986,6.834319527
13610,6.781609195
770704,6.649087221
440604,6.550660793
55331,6.585365854
425297,6.823170732
863861,6.687830688
379858,7.045685279
442425,6.845070423
103702,7.406593407
386025,6.669230769
414928,6.884758364
233348,6.899159664
618196,7.037735849
12872,7.135416667
500112,6.643617021
42693,6.891719745
45665,6.923076923
647377,6.881516588
910389,6.890510949
18837,6.700389105
225248,6.723577236
662119,6.766497462
503572,6.683870968
422634,6.505226481
